estimand,N_valid_blocks,mean,SD,median,q1,q3,IQR,min,max,p_value_computed,holm_included,confirmatory_significance_claim_permitted
P3_TIMING_PRE_DELAY_TRUST_V32,10,0.56936295457253,0.1314027735396474,0.5951625430801641,0.4928857572893479,0.653649701398769,0.16076394410942108,0.36773980877086654,0.7620313201161224,False,False,False
P4_CHANNEL_REACH_V32,10,0.365,0.21479964825131556,0.3499999999999999,0.26249999999999996,0.48750000000000004,0.2250000000000001,-0.050000000000000044,0.7,False,False,False
