exp_id,conversion_support,tick,opportunities,expected_choice_share,realized_choice_share,cumulative_opportunities,cumulative_expected_choice_share,cumulative_realized_choice_share
Rational-Random-Immediate,present,10,48,0.5276586354130602,0.4583333333333333,540,0.517074296862816,0.5259259259259259
Rational-Random-Immediate,present,11,58,0.5609180181050692,0.5172413793103449,598,0.5213266979197569,0.5250836120401338
Rational-Random-Immediate,present,12,55,0.5441366682050647,0.4909090909090909,653,0.523247905217907,0.5222052067381318
Rational-Random-Immediate,present,13,55,0.525060156520623,0.509090909090909,708,0.5233886874518751,0.5211864406779662
Rational-Random-Immediate,present,14,45,0.6055185602197255,0.5333333333333333,753,0.5282968471790375,0.5219123505976095
Rational-Random-Immediate,present,15,50,0.5188602046232694,0.6,803,0.5277092604694629,0.526774595267746
Rational-Random-Immediate,present,16,57,0.4555818882456639,0.42105263157894735,860,0.5229287253336994,0.5197674418604651
Rational-Random-Immediate,present,17,55,0.5844976000165878,0.5454545454545454,915,0.5266295866534358,0.521311475409836
Rational-Random-Immediate,present,18,60,0.5447906197339817,0.48333333333333334,975,0.5277471886891618,0.518974358974359
Rational-Random-Immediate,present,19,50,0.5796383225515342,0.58,1025,0.5302784635117165,0.5219512195121951
Rational-Random-Immediate,present,20,51,0.48176919163346127,0.45098039215686275,1076,0.5279792322238067,0.5185873605947955
Rational-Random-Immediate,present,21,52,0.4609694377846596,0.36538461538461536,1128,0.5248901282248389,0.5115248226950354
Rational-Random-Immediate,present,22,41,0.49607231531526075,0.3902439024390244,1169,0.5238794093802771,0.5072711719418306
Rational-Random-Immediate,present,23,70,0.4818355696124853,0.5142857142857142,1239,0.5215040512013058,0.5076674737691687
Rational-Random-Immediate,present,24,46,0.4899372462385383,0.5217391304347826,1285,0.5203740332804596,0.5081712062256809
Rational-Random-Immediate,present,25,56,0.4128534907957563,0.375,1341,0.5158839882549985,0.5026099925428784
Rational-Random-Immediate,present,26,58,0.4666543118435795,0.5,1399,0.513843015251523,0.5025017869907077
Rational-Random-Immediate,present,27,49,0.5108694942836319,0.3469387755102041,1448,0.5137423919591012,0.4972375690607735
Rational-Random-Immediate,present,28,47,0.47775185631875294,0.5531914893617021,1495,0.5126109169255919,0.49899665551839467
Rational-Random-Immediate,present,29,44,0.4980057204246439,0.5,1539,0.5121933544525304,0.49902534113060426
Rational-Random-Immediate,present,30,60,0.4599370910284126,0.4666666666666667,1599,0.5102325190520007,0.4978111319574734
Rational-Random-Delayed,absent,1,47,0.5271778799780475,0.5319148936170213,47,0.5271778799780475,0.5319148936170213
Rational-Random-Delayed,absent,2,67,0.5285524917699606,0.582089552238806,114,0.5279857658557509,0.5614035087719298
Rational-Random-Delayed,absent,3,63,0.5233352785818742,0.5238095238095238,177,0.5263305076735235,0.5480225988700564
Rational-Random-Delayed,absent,4,50,0.46887765891000255,0.52,227,0.5136756951705453,0.5418502202643172
Rational-Random-Delayed,absent,5,55,0.48868364725469565,0.4727272727272727,282,0.5088013595841208,0.5283687943262412
Rational-Random-Delayed,absent,6,45,0.43695988038222194,0.4666666666666667,327,0.49891491749211636,0.5198776758409785
Rational-Random-Delayed,absent,7,47,0.4706670630554807,0.48936170212765956,374,0.4953650534318974,0.516042780748663
Rational-Random-Delayed,absent,8,53,0.46692634903152574,0.4528301886792453,427,0.4918351908248255,0.5081967213114754
Rational-Random-Delayed,absent,9,65,0.4351321783029352,0.47692307692307695,492,0.4843439391705107,0.5040650406504065
Rational-Random-Delayed,absent,10,48,0.46693990305954314,0.3333333333333333,540,0.48279691373842476,0.4888888888888889
Rational-Random-Delayed,absent,11,58,0.505113057583627,0.4827586206896552,598,0.4849613557836116,0.4882943143812709
Rational-Random-Delayed,absent,12,55,0.48187038441481794,0.41818181818181815,653,0.48470101363156926,0.48238897396630936
Rational-Random-Delayed,absent,13,55,0.4611709296670474,0.43636363636363634,708,0.4828731116286756,0.4788135593220339
Rational-Random-Delayed,absent,14,45,0.5449296623787488,0.5111111111111111,753,0.48658167043844097,0.4807436918990704
Rational-Random-Delayed,absent,15,50,0.4584089685251504,0.6,803,0.4848274548772149,0.48816936488169366
Rational-Random-Delayed,absent,16,57,0.3970801146034997,0.3684210526315789,860,0.47901164278930586,0.48023255813953486
Rational-Random-Delayed,absent,17,55,0.5236367405424392,0.43636363636363634,915,0.48169402571435754,0.47759562841530057
Rational-Random-Delayed,absent,18,60,0.4808942813225194,0.43333333333333335,975,0.4816448106748598,0.4748717948717949
Rational-Random-Delayed,absent,19,50,0.5153604758845517,0.48,1025,0.48328947727045457,0.4751219512195122
Rational-Random-Delayed,absent,20,51,0.4740307549367772,0.43137254901960786,1076,0.4828506344832635,0.47304832713754646
